ID,Latitude_Degrees,Longitude_Degrees,Ocean,Realm,Country_Name,State_Island_Province,City_Town,Date,Date2,Depth,Average_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
3871,-27.51655556,153.3828611,Pacific,Temperate Australasia,Australia,Queensland,Peel Island,6/24/2014,20140624,1,1,292.49,292.28,296.1,290.84,304.48,2.77,5,-0.94,1.06,0,-3.098333333,4.77,13,6.84,32,7,9.5,6.2,43.1,3.34,-7.44,2.77,-8.88,4.75,-3.61,0,2.45,9,1,0,2.27,16.09,0.76
3872,-27.51655556,153.3828611,Pacific,Temperate Australasia,Australia,Queensland,Peel Island,10/06/2015,20151006,1,27.5,297.19,297.16,296.1,290.84,304.48,2.77,6,2.6,1.06,0,-3.098333333,4.77,21,6.84,32,7,28.92,6.2,43.1,3.34,-2.56,2.77,-8.88,4.75,-3.61,2,2.45,9,1,0,2.27,16.09,0.76
3873,-27.50219444,153.3706944,Pacific,Temperate Australasia,Australia,Queensland,Peel Island,10/23/2013,20131023,3,0,298.32,297.2,296.1,290.84,304.48,2.77,7,1.28,1.06,0,-3.098333333,4.77,9,6.84,32,7,7.08,6.2,43.1,3.34,-2.52,2.77,-8.88,4.75,-3.61,0,2.45,9,1,0,2.27,16.09,0.76
3874,-27.50219444,153.3706944,Pacific,Temperate Australasia,Australia,Queensland,Peel Island,11/01/2015,20151101,2,30,298.65,297.88,296.1,290.84,304.48,2.77,7,1.65,1.06,0,-3.098333333,4.77,25,6.84,32,7,31.03,6.2,43.1,3.34,-1.84,2.77,-8.88,4.75,-3.61,2,2.45,9,1,0,2.27,16.09,0.76
3875,-27.50219444,153.3706944,Pacific,Temperate Australasia,Australia,Queensland,Peel Island,11/01/2015,20151101,3,35,298.65,297.88,296.1,290.84,304.48,2.77,7,1.65,1.06,0,-3.098333333,4.77,25,6.84,32,7,31.03,6.2,43.1,3.34,-1.84,2.77,-8.88,4.75,-3.61,2,2.45,9,1,0,2.27,16.09,0.76
3876,-27.5,153.37525,Pacific,Temperate Australasia,Australia,Queensland,Peel Island,6/24/2014,20140624,1,0.25,292.49,292.28,296.1,290.84,304.48,2.77,5,-0.94,1.06,0,-3.098333333,4.77,13,6.84,32,7,9.5,6.2,43.1,3.34,-7.44,2.77,-8.88,4.75,-3.61,0,2.45,9,1,0,2.27,16.09,0.76
3877,-27.5,153.37525,Pacific,Temperate Australasia,Australia,Queensland,Peel Island,10/06/2015,20151006,1,11.25,297.19,297.16,296.1,290.84,304.48,2.77,6,2.6,1.06,0,-3.098333333,4.77,21,6.84,32,7,28.92,6.2,43.1,3.34,-2.56,2.77,-8.88,4.75,-3.61,2,2.45,9,1,0,2.27,16.09,0.76
3878,-27.4785,153.3661111,Pacific,Temperate Australasia,Australia,Queensland,Peel Island,2/02/2012,20120202,2,2.75,298.68,299.89,295.92,289.77,304.48,2.96,4,0,0.91,0,-3.191666667,4.57,3,4.95,26,7,0,3.58,18.75,2.57,-0.03,2.96,-10.14,4.55,-3.99,1,2.02,8,1,0,1.68,10.72,0.52
3879,-27.4785,153.3661111,Pacific,Temperate Australasia,Australia,Queensland,Peel Island,1/20/2013,20130120,2,0.5,299.29,300.26,295.92,289.77,304.48,2.96,7,0.38,0.91,0,-3.191666667,4.57,7,4.95,26,7,3.97,3.58,18.75,2.57,0.34,2.96,-10.14,4.55,-3.99,0,2.02,8,1,0,1.68,10.72,0.52
3880,-27.4785,153.3661111,Pacific,Temperate Australasia,Australia,Queensland,Peel Island,10/23/2013,20131023,2,0.75,298.42,296.82,295.92,289.77,304.48,2.96,7,1.08,0.91,0,-3.191666667,4.57,9,4.95,26,7,10.54,3.58,18.75,2.57,-3.1,2.96,-10.14,4.55,-3.99,0,2.02,8,1,0,1.68,10.72,0.52
3881,-27.47527778,153.4013889,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,10/21/2009,20091021,2,0,262.15,296.09,295.9966667,289.9266667,303.8666667,2.87,7,0.43,0.98,0,-3.143333333,4.553333333,5.666666667,5.693333333,28,7,4.823333333,4.583333333,27.18,2.98,-3.7166666,67    2.87,-9.873333333,4.05,-3.8,0.333333333,2.126666667,8,1,0,1.9,13.09666667,0.616666667
3882,-27.47527778,153.4013889,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,10/27/2010,20101027,2,0.25,262.15,295.9866667,295.9966667,289.9266667,303.8666667,2.87,6,-0.07,0.98,0,-3.143333333,4.553333333,11.33333333,5.693333333,28,7,1.236666667,4.583333333,27.18,2.98,-3.82,2.87,-9.873333333,4.05,-3.8,2.666666667,2.126666667,8,1,0,1.9,13.09666667,0.616666667
3883,-27.47527778,153.4013889,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,2/02/2012,20120202,2,0.25,262.15,299.9666667,295.9966667,289.9266667,303.8666667,2.87,4,0.173333,333   0.98,0,-3.143333333,4.553333333,12,5.693333333,28,7,0.346666667,4.583333333,27.18,2.98,0.16,2.87,-9.873333333,4.05,-3.8,1.666666667,2.126666667,8,1,0,1.9,13.09666667,0.616666667
3884,-27.47527778,153.4013889,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,1/20/2013,20130120,2,0.25,262.15,300.27,295.9966667,289.9266667,303.8666667,2.87,7,0.506666,667   0.98,0,-3.143333333,4.553333333,6.333333333,5.693333333,28,7,4.683333333,4.583333333,27.18,2.98,0.46,2.87,-9.873333333,4.05,-3.8,0.333333333,2.126666667,8,1,0,1.9,13.09666667,0.616666667
3885,-27.47380556,153.4048889,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,12/19/2013,20131219,4,18.75,262.15,298.1866667,295.9966667,289.9266667,303.8666667,2.87,7,-0.80666,6667  0.98,0,-3.143333333,4.553333333,8.666666667,5.693333333,28,7,7.626666667,4.583333333,27.18,2.98,-1.62,2.87,-9.873333333,4.05,-3.8,0,2.126666667,8,1,0,1.9,13.09666667,0.616666667
3886,-27.47202778,153.4099444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,6/23/2014,20140623,1,0,262.15,292.3966667,295.9966667,289.9266667,303.8666667,2.87,5,-0.60333,3333  0.98,0,-3.143333333,4.553333333,11,5.693333333,28,7,5.926666667,4.583333333,27.18,2.98,-7.41,2.87,-9.873333333,4.05,-3.8,0,2.126666667,8,1,0,1.9,13.09666667,0.616666667
3887,-27.47202778,153.4099444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,1/10/2015,20150110,2,6.25,262.15,300.0066667,295.9966667,289.9266667,303.8666667,2.87,5,0.383333,333   0.98,0,-3.143333333,4.553333333,10.33333333,5.693333333,28,7,9.273333333,4.583333333,27.18,2.98,0.19666666,7     2.87,-9.873333333,4.05,-3.8,1,2.126666667,8,1,1.213333333,1.9,13.09666667,0.616666667
3888,-27.47202778,153.4099444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,10/07/2015,20151007,1,0,262.15,297.3466667,295.9966667,289.9266667,303.8666667,2.87,5,2.576666,667   0.98,0,-3.143333333,4.553333333,14.33333333,5.693333333,28,7,10.72666667,4.583333333,27.18,2.98,-2.46,2.87,-9.873333333,4.05,-3.8,1.333333333,2.126666667,8,1,0,1.9,13.09666667,0.616666667
3889,-27.47202778,153.4099444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,10/31/2015,20151031,2,6.25,262.15,297.14,295.9966667,289.9266667,303.8666667,2.87,7,1.016666,667   0.98,0,-3.143333333,4.553333333,17,5.693333333,28,7,14.69,4.583333333,27.18,2.98,-2.6666666,67    2.87,-9.873333333,4.05,-3.8,1.333333333,2.126666667,8,1,0,1.9,13.09666667,0.616666667
3890,-27.47013889,153.3491111,Pacific,Temperate Australasia,Australia,Queensland,Peel Island,11/18/2015,20151118,3,7.5,299.65,298.6,295.86,289.23,304.48,3.01,8,1.09,0.89,0,-3.193333333,4.55,16,4.84,23,6,5.45,3.34,18.23,2.33,-1.34,3.01,-10.71,4.53,-4.07,1,1.93,8,1,0,1.63,10.6,0.51
3891,-27.41908333,153.2416111,Pacific,Temperate Australasia,Australia,Queensland,Green Island,11/18/2015,20151118,3,20,299.62,297.83,295.82,289.23,305.77,3.1,7,0.28,0.98,0,-3.307777778,5.86,10,5.05,23,6,3.32,4.18,38.75,2.49,-2.09,3.1,-10.68,5.84,-4.09,1,1.81,7,1,0,1.81,13.94,0.6
3892,-27.41430556,153.5261111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/22/2014,20141122,5,3.75,299.06,297.95,296.8,291.54,302.69,2.18,8,0.74,0.8,0,-3.56125,3.02,5,4.48,22,4,1.48,2.34,12.62,1.6,-1.73,2.18,-8.13,3,-2.87,0,1.38,5,0,0,1.05,7.27,0.33
3893,-27.41430556,153.5261111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,9/12/2015,20150912,9,6,295.89,293.85,296.8,291.54,302.69,2.18,7,-0.42,0.8,0,-3.56125,3.02,13,4.48,22,4,2.44,2.34,12.62,1.6,-5.83,2.18,-8.13,3,-2.87,3,1.38,5,0,0,1.05,7.27,0.33
3894,-27.41430556,153.5261111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,3/06/2016,20160306,8,6.75,298.02,300.1,296.8,291.54,302.69,2.18,7,0.6,0.8,0,-3.56125,3.02,13,4.48,22,4,3.54,2.34,12.62,1.6,0.42,2.18,-8.13,3,-2.87,2,1.38,5,0,2.56,1.05,7.27,0.33
3895,-27.41419444,153.5263889,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/22/2014,20141122,5,3.75,299.06,297.95,296.8,291.54,302.69,2.18,8,0.74,0.8,0,-3.56125,3.02,5,4.48,22,4,1.48,2.34,12.62,1.6,-1.73,2.18,-8.13,3,-2.87,0,1.38,5,0,0,1.05,7.27,0.33
3896,-27.41419444,153.5263889,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,9/12/2015,20150912,5,12.5,295.89,293.85,296.8,291.54,302.69,2.18,7,-0.42,0.8,0,-3.56125,3.02,13,4.48,22,4,2.44,2.34,12.62,1.6,-5.83,2.18,-8.13,3,-2.87,3,1.38,5,0,0,1.05,7.27,0.33
3897,-27.41419444,153.5263889,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,3/06/2016,20160306,6,2.75,298.02,300.1,296.8,291.54,302.69,2.18,7,0.6,0.8,0,-3.56125,3.02,13,4.48,22,4,3.54,2.34,12.62,1.6,0.42,2.18,-8.13,3,-2.87,2,1.38,5,0,2.56,1.05,7.27,0.33
3898,-27.41416667,153.5258333,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,12/14/2008,20081214,9,2.5,299.42,299.1,296.8,291.54,302.69,2.18,7,0.86,0.8,0,-3.56125,3.02,3,4.48,22,4,5.6,2.34,12.62,1.6,-0.58,2.18,-8.13,3,-2.87,0,1.38,5,0,0,1.05,7.27,0.33
3899,-27.41416667,153.5258333,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,7/16/2009,20090716,6,0.5,293.97,293.53,296.8,291.54,302.69,2.18,6,-0.72,0.8,0,-3.56125,3.02,5,4.48,22,4,0,2.34,12.62,1.6,-6.15,2.18,-8.13,3,-2.87,0,1.38,5,0,0,1.05,7.27,0.33
3900,-27.41416667,153.5258333,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,8/22/2010,20100822,6,2.25,294.73,294.52,296.8,291.54,302.69,2.18,8,0.56,0.8,0,-3.56125,3.02,18,4.48,22,4,5.77,2.34,12.62,1.6,-5.16,2.18,-8.13,3,-2.87,3,1.38,5,0,0,1.05,7.27,0.33
3901,-27.41416667,153.5258333,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/26/2011,20111126,7,0,299.06,298.25,296.8,291.54,302.69,2.18,7,0.84,0.8,0,-3.56125,3.02,4,4.48,22,4,0,2.34,12.62,1.6,-1.43,2.18,-8.13,3,-2.87,3,1.38,5,0,0,1.05,7.27,0.33
3902,-27.41416667,153.5258333,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,10/13/2012,20121013,6,8.75,297.26,295.1,296.8,291.54,302.69,2.18,6,-0.25,0.8,0,-3.56125,3.02,5,4.48,22,4,2.3,2.34,12.62,1.6,-4.58,2.18,-8.13,3,-2.87,0,1.38,5,0,0,1.05,7.27,0.33
3903,-27.41416667,153.5258333,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,8/24/2013,20130824,6,1.25,294.99,294.87,296.8,291.54,302.69,2.18,4,0.89,0.8,0,-3.56125,3.02,5,4.48,22,4,2.85,2.34,12.62,1.6,-4.81,2.18,-8.13,3,-2.87,0,1.38,5,0,0,1.05,7.27,0.33
3904,-27.41416667,153.5263889,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,7/16/2009,20090716,6,0,293.97,293.53,296.8,291.54,302.69,2.18,6,-0.72,0.8,0,-3.56125,3.02,5,4.48,22,4,0,2.34,12.62,1.6,-6.15,2.18,-8.13,3,-2.87,0,1.38,5,0,0,1.05,7.27,0.33
3905,-27.41416667,153.5263889,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,10/07/2010,20101007,7,0,296.91,296.07,296.8,291.54,302.69,2.18,12,0.92,0.8,0,-3.56125,3.02,22,4.48,22,4,12.62,2.34,12.62,1.6,-3.61,2.18,-8.13,3,-2.87,3,1.38,5,0,0,1.05,7.27,0.33
3906,-27.41416667,153.5263889,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/26/2011,20111126,6,0,299.06,298.25,296.8,291.54,302.69,2.18,7,0.84,0.8,0,-3.56125,3.02,4,4.48,22,4,0,2.34,12.62,1.6,-1.43,2.18,-8.13,3,-2.87,3,1.38,5,0,0,1.05,7.27,0.33
3907,-27.41416667,153.5263889,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,10/13/2012,20121013,6,36.25,297.26,295.1,296.8,291.54,302.69,2.18,6,-0.25,0.8,0,-3.56125,3.02,5,4.48,22,4,2.3,2.34,12.62,1.6,-4.58,2.18,-8.13,3,-2.87,0,1.38,5,0,0,1.05,7.27,0.33
3908,-27.41416667,153.5263889,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,8/24/2013,20130824,6,1.25,294.99,294.87,296.8,291.54,302.69,2.18,4,0.89,0.8,0,-3.56125,3.02,5,4.48,22,4,2.85,2.34,12.62,1.6,-4.81,2.18,-8.13,3,-2.87,0,1.38,5,0,0,1.05,7.27,0.33
3909,-27.40069444,153.4373333,Pacific,Temperate Australasia,Australia,Queensland,Amity Point,3/12/2016,20160312,6,0,296.89,300.04,296.31,290.3,302.48,2.55,7,1.04,1.01,0,-3.274285714,3.9,16,4.89,24,8,1.39,3.28,17.93,2.88,0.38,2.55,-9.35,2.81,-3.34,1,1.84,7,1,1.26,1.64,10.84,0.6
3910,-27.39666667,153.5569444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,8/20/2009,20090820,9,0,294.89,294.46,296.92,292.01,303.07,2.13,6,0.31,0.76,0,-3.3175,3.32,4,3.89,20,4,0,2.12,10.91,1.41,-5.29,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33
3911,-27.39666667,153.5569444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/27/2011,20111127,9,0,299.13,298.25,296.92,292.01,303.07,2.13,7,0.76,0.76,0,-3.3175,3.32,5,3.89,20,4,0,2.12,10.91,1.41,-1.5,2.13,-7.73,3.31,-2.82,3,1.41,6,1,0,1.08,7.99,0.33
3912,-27.39666667,153.5569444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,10/14/2012,20121014,9,0,297.34,295.12,296.92,292.01,303.07,2.13,6,-0.36,0.76,0,-3.3175,3.32,5,3.89,20,4,2.22,2.12,10.91,1.41,-4.63,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33
3913,-27.39666667,153.5569444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,8/25/2013,20130825,9,0,295.14,294.95,296.92,292.01,303.07,2.13,4,0.78,0.76,0,-3.3175,3.32,3,3.89,20,4,2.46,2.12,10.91,1.41,-4.79,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33
3914,-27.39666667,153.5569444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/23/2014,20141123,6,3.75,299.13,298.14,296.92,292.01,303.07,2.13,8,0.84,0.76,0,-3.3175,3.32,5,3.89,20,4,2.63,2.12,10.91,1.41,-1.61,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33
3915,-27.39666667,153.5569444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,9/13/2015,20150913,8,2.5,296.01,293.85,296.92,292.01,303.07,2.13,7,-0.59,0.76,0,-3.3175,3.32,10,3.89,20,4,1.24,2.12,10.91,1.41,-5.9,2.13,-7.73,3.31,-2.82,2,1.41,6,1,0,1.08,7.99,0.33
3916,-27.39666667,153.5569444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,3/05/2016,20160305,10,3.5,298.11,299.71,296.92,292.01,303.07,2.13,7,0.13,0.76,0,-3.3175,3.32,10,3.89,20,4,2.22,2.12,10.91,1.41,-0.04,2.13,-7.73,3.31,-2.82,1,1.41,6,1,1.25,1.08,7.99,0.33
3917,-27.39055556,153.5511111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,10/05/2008,20081005,6,0,296.67,294.46,296.92,292.01,303.07,2.13,8,-0.67,0.76,0,-3.3175,3.32,1,3.89,20,4,0,2.12,10.91,1.41,-5.29,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33
3918,-27.39055556,153.5511111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,6/25/2009,20090625,7,3,294.18,294.82,296.92,292.01,303.07,2.13,8,-0.21,0.76,0,-3.3175,3.32,4,3.89,20,4,0,2.12,10.91,1.41,-4.93,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33
3919,-27.39055556,153.5511111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,8/22/2010,20100822,7,0.5,294.89,294.1,296.92,292.01,303.07,2.13,8,-0.04,0.76,0,-3.3175,3.32,19,3.89,20,4,6.27,2.12,10.91,1.41,-5.65,2.13,-7.73,3.31,-2.82,4,1.41,6,1,0,1.08,7.99,0.33
3920,-27.39055556,153.5511111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/27/2011,20111127,6,0.5,299.13,298.25,296.92,292.01,303.07,2.13,7,0.76,0.76,0,-3.3175,3.32,5,3.89,20,4,0,2.12,10.91,1.41,-1.5,2.13,-7.73,3.31,-2.82,3,1.41,6,1,0,1.08,7.99,0.33
3921,-27.39055556,153.5511111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,10/14/2012,20121014,4,0.75,297.34,295.12,296.92,292.01,303.07,2.13,6,-0.36,0.76,0,-3.3175,3.32,5,3.89,20,4,2.22,2.12,10.91,1.41,-4.63,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33
3922,-27.39055556,153.5511111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,8/25/2013,20130825,6,0,295.14,294.95,296.92,292.01,303.07,2.13,4,0.78,0.76,0,-3.3175,3.32,3,3.89,20,4,2.46,2.12,10.91,1.41,-4.79,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33
3923,-27.39055556,153.5511111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/23/2014,20141123,7,1.25,299.13,298.14,296.92,292.01,303.07,2.13,8,0.84,0.76,0,-3.3175,3.32,5,3.89,20,4,2.63,2.12,10.91,1.41,-1.61,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33
3924,-27.39055556,153.5511111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,9/13/2015,20150913,8,12.5,296.01,293.85,296.92,292.01,303.07,2.13,7,-0.59,0.76,0,-3.3175,3.32,10,3.89,20,4,1.24,2.12,10.91,1.41,-5.9,2.13,-7.73,3.31,-2.82,2,1.41,6,1,0,1.08,7.99,0.33
3925,-27.39055556,153.5511111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,3/05/2016,20160305,8,5,298.11,299.71,296.92,292.01,303.07,2.13,7,0.13,0.76,0,-3.3175,3.32,10,3.89,20,4,2.22,2.12,10.91,1.41,-0.04,2.13,-7.73,3.31,-2.82,1,1.41,6,1,1.25,1.08,7.99,0.33
3926,-27.3,153.2227778,Pacific,Temperate Australasia,Australia,Queensland,Mud Island,9/17/2009,20090917,3,0.5,295.74,294.94,295.79,289.05,302.82,3.13,6,1.65,0.9,0,-3.514444444,2.9,7,5.2,24,6,6.6,3.27,19.61,2.15,-5,3.13,-10.88,2.87,-4.14,2,2.16,8,1,0,1.79,14.51,0.59
3927,-27.3,153.2227778,Pacific,Temperate Australasia,Australia,Queensland,Mud Island,10/27/2010,20101027,3,0,298.38,296.51,295.79,289.05,302.82,3.13,5,0.49,0.9,0,-3.514444444,2.9,12,5.2,24,6,2.1,3.27,19.61,2.15,-3.43,3.13,-10.88,2.87,-4.14,4,2.16,8,1,0,1.79,14.51,0.59
3928,-27.28194444,153.2091667,Pacific,Temperate Australasia,Australia,Queensland,Mud Island,8/16/2009,20090816,2,0,293.4,292.03,295.73,289.23,302.79,3.12,6,0.39,0.9,0,-3.381111111,2.99,3,5.09,26,6,0,3.27,21.21,2.24,-7.78,3.12,-10.57,2.98,-4.07,1,2.28,10,1,0,1.94,16.48,0.62
3929,-27.28194444,153.2091667,Pacific,Temperate Australasia,Australia,Queensland,Mud Island,9/08/2010,20100908,2,1.25,295.3,293.92,295.73,289.23,302.79,3.12,5,1.11,0.9,0,-3.381111111,2.99,15,5.09,26,6,1.01,3.27,21.21,2.24,-5.89,3.12,-10.57,2.98,-4.07,7,2.28,10,1,0,1.94,16.48,0.62
3930,-27.00694444,153.4691667,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,7/05/2009,20090705,10,0,293.78,292.32,296.71,291.29,301.67,2.19,8,-2.16,0.73,0,-3.015,2.26,1,4.12,20,4,0,2.17,11.09,1.36,-7.29,2.19,-8.31,2.05,-2.89,0,1.34,6,0,0,0.94,6.13,0.3
3931,-27.00694444,153.4691667,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,12/18/2010,20101218,10,0.5,299.48,298.54,296.71,291.29,301.67,2.19,6,0.19,0.73,0,-3.015,2.26,12,4.12,20,4,2.27,2.17,11.09,1.36,-1.06,2.19,-8.31,2.05,-2.89,4,1.34,6,0,0,0.94,6.13,0.3
3932,-26.97988889,153.4881667,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,10/20/2013,20131020,11.5,1,297.62,296.02,296.8,291.83,301.66,2.15,7,0.44,0.71,0,-2.7,2.83,4,3.34,18,3,3.76,1.87,10.26,1.21,-3.64,2.15,-7.82,2,-2.85,0,1.1,4,0,0,0.77,5.35,0.23
3933,-26.97988889,153.4881667,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,1/04/2015,20150104,8,1,299.66,299.3,296.8,291.83,301.66,2.15,7,0.28,0.71,0,-2.7,2.83,5,3.34,18,3,3.6,1.87,10.26,1.21,-0.36,2.15,-7.82,2,-2.85,1,1.1,4,0,1.38,0.77,5.35,0.23
3934,-26.97988889,153.4881667,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,12/13/2015,20151213,10,35,299.55,298.05,296.8,291.83,301.66,2.15,7,-0.12,0.71,0,-2.7,2.83,10,3.34,18,3,3.6,1.87,10.26,1.21,-1.61,2.15,-7.82,2,-2.85,1,1.1,4,0,0,0.77,5.35,0.23
3935,-26.97988889,153.4881667,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,1/10/2016,20160110,10,1,299.62,299.57,296.8,291.83,301.66,2.15,5,0.37,0.71,0,-2.7,2.83,9,3.34,18,3,0,1.87,10.26,1.21,-0.09,2.15,-7.82,2,-2.85,0,1.1,4,0,0,0.77,5.35,0.23
3936,-26.97769444,153.484,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,10/20/2013,20131020,8.5,1.25,297.62,296.02,296.8,291.83,301.66,2.15,7,0.44,0.71,0,-2.7,2.83,4,3.34,18,3,3.76,1.87,10.26,1.21,-3.64,2.15,-7.82,2,-2.85,0,1.1,4,0,0,0.77,5.35,0.23
3937,-26.97769444,153.484,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,1/11/2015,20150111,6,5,299.62,299.56,296.8,291.83,301.66,2.15,5,0.34,0.71,0,-2.7,2.83,5,3.34,18,3,3.6,1.87,10.26,1.21,-0.1,2.15,-7.82,2,-2.85,1,1.1,4,0,1.38,0.77,5.35,0.23
3938,-26.97769444,153.484,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,12/13/2015,20151213,10,21.25,299.55,298.05,296.8,291.83,301.66,2.15,7,-0.12,0.71,0,-2.7,2.83,10,3.34,18,3,3.6,1.87,10.26,1.21,-1.61,2.15,-7.82,2,-2.85,1,1.1,4,0,0,0.77,5.35,0.23
3939,-26.9775,153.4838889,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,9/16/2012,20120916,6,0.75,295.9,294.52,296.8,291.83,301.66,2.15,5,0.17,0.71,0,-2.7,2.83,4,3.34,18,3,2.32,1.87,10.26,1.21,-5.14,2.15,-7.82,2,-2.85,1,1.1,4,0,0,0.77,5.35,0.23
3940,-26.9775,153.4838889,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,9/16/2012,20120916,4,0,295.9,294.52,296.8,291.83,301.66,2.15,5,0.17,0.71,0,-2.7,2.83,4,3.34,18,3,2.32,1.87,10.26,1.21,-5.14,2.15,-7.82,2,-2.85,1,1.1,4,0,0,0.77,5.35,0.23
3941,-26.9775,153.4838889,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,10/27/2013,20131027,5,4,297.95,296.71,296.8,291.83,301.66,2.15,7,0.81,0.71,0,-2.7,2.83,4,3.34,18,3,3.76,1.87,10.26,1.21,-2.95,2.15,-7.82,2,-2.85,0,1.1,4,0,0,0.77,5.35,0.23
3942,-26.9775,153.4838889,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,1/04/2015,20150104,5,4.25,299.66,299.3,296.8,291.83,301.66,2.15,7,0.28,0.71,0,-2.7,2.83,5,3.34,18,3,3.6,1.87,10.26,1.21,-0.36,2.15,-7.82,2,-2.85,1,1.1,4,0,1.38,0.77,5.35,0.23
3943,-26.9775,153.4838889,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,1/10/2016,20160110,10,0.75,299.62,299.57,296.8,291.83,301.66,2.15,5,0.37,0.71,0,-2.7,2.83,9,3.34,18,3,0,1.87,10.26,1.21,-0.09,2.15,-7.82,2,-2.85,0,1.1,4,0,0,0.77,5.35,0.23
